Purchase_Date,Falchion,Falchion_Autotronic_BS,Falchion_Autotronic_FN,Falchion_Autotronic_FT,Falchion_Autotronic_MW,Falchion_Autotronic_WW,Falchion_Black_laminate_BS,Falchion_Black_laminate_FN,Falchion_Black_laminate_FT,Falchion_Black_laminate_MW,Falchion_Black_laminate_WW,Falchion_Blue_Steel_BS,Falchion_Blue_Steel_FN,Falchion_Blue_Steel_FT,Falchion_Blue_Steel_MW,Falchion_Blue_Steel_WW,Falchion_Boreal_forest_BS,Falchion_Boreal_forest_FN,Falchion_Boreal_forest_FT,Falchion_Boreal_forest_MW,Falchion_Boreal_forest_WW,Falchion_Bright_Water_BS,Falchion_Bright_Water_FN,Falchion_Bright_Water_FT,Falchion_Bright_Water_MW,Falchion_Bright_Water_WW,Falchion_Case_Hardened_BS,Falchion_Case_Hardened_FN,Falchion_Case_Hardened_FT,Falchion_Case_Hardened_MW,Falchion_Case_Hardened_WW,Falchion_Crimson_web_BS,Falchion_Crimson_web_FN,Falchion_Crimson_web_FT,Falchion_Crimson_web_MW,Falchion_Crimson_web_WW,Falchion_Damascus_Steel_BS,Falchion_Damascus_Steel_FN,Falchion_Damascus_Steel_FT,Falchion_Damascus_Steel_MW,Falchion_Damascus_Steel_WW,Falchion_Doppler_FN,Falchion_Doppler_MW,Falchion_Fade_FN,Falchion_Fade_MW,Falchion_Forest_DDPAT_BS,Falchion_Forest_DDPAT_FN,Falchion_Forest_DDPAT_FT,Falchion_Forest_DDPAT_MW,Falchion_Forest_DDPAT_WW,Falchion_Freehand_BS,Falchion_Freehand_FN,Falchion_Freehand_FT,Falchion_Freehand_MW,Falchion_Freehand_WW,Falchion_Gamma_Doppler_FN,Falchion_Gamma_Doppler_MW,Falchion_Lore_BS,Falchion_Lore_FN,Falchion_Lore_FT,Falchion_Lore_MW,Falchion_Marble_Fade_FN,Falchion_Marble_Fade_MW,Falchion_Night_BS,Falchion_Night_FT,Falchion_Night_MW,Falchion_Rust_coat_BS,Falchion_Rust_coat_WW,Falchion_safari_mesh_BS,Falchion_safari_mesh_FT,Falchion_safari_mesh_MW,Falchion_safari_mesh_WW,Falchion_Scorched_BS,Falchion_Scorched_FN,Falchion_Scorched_FT,Falchion_Scorched_MW,Falchion_Scorched_WW,Falchion_Slaughter_FN,Falchion_Slaughter_FT,Falchion_Slaughter_MW,Falchion_Stained_BS,Falchion_Stained_FN,Falchion_Stained_FT,Falchion_Stained_MW,Falchion_Stained_WW,Falchion_Tiger_Tooth_FN,Falchion_Tiger_Tooth_MW,Falchion_Ultraviolet_FN,Falchion_Ultraviolet_FT,Falchion_Ultraviolet_MW,Falchion_Ultraviolet_WW,Falchion_Urban_masked_BS,Falchion_Urban_masked_FN,Falchion_Urban_masked_FT,Falchion_Urban_masked_MW,Falchion_Urban_masked_WW
Mar 22 2022,133.614,,,158.529,,139.162,109.434,,107.466,123.326,96.096,,,112.574,,,90.407,,87.324,98.113,86.31,108.488,143.187,82.211,131.92,,123.492,,148.679,,130.061,,,157.158,210.826,148.947,,167.772,124.248,,,289.058,,250.553,,,,86.979,97.686,83.455,,173.006,,151.746,,298.135,,,280.0,188.411,208.693,245.222,,,99.279,126.63,87.704,,81.355,81.498,,,84.593,,92.909,,97.41,222.01,,182.202,90.228,,89.494,99.692,88.519,205.394,,,107.423,143.293,97.803,78.69,,84.809,105.181,
Mar 23 2022,139.479,,,158.591,209.871,,121.371,,111.5,,106.433,,143.38,105.742,136.434,,79.321,,95.46,110.307,,,131.715,115.528,,96.231,111.089,,127.44,171.011,116.97,101.23,,157.361,,,,171.738,124.079,127.99,,261.286,,239.56,,77.75,,85.436,89.408,95.934,91.359,173.03,131.234,145.532,144.259,302.074,,,248.562,162.199,228.085,247.485,200.99,97.63,102.782,129.094,87.962,,88.073,80.182,90.363,,83.456,,,,,208.471,,189.376,94.536,,,95.133,89.002,202.46,186.02,,110.62,144.007,,,,90.972,95.1,83.05
Mar 24 2022,135.643,152.608,239.158,,181.02,,,,107.412,110.722,115.456,,,101.79,110.272,108.239,,,88.998,109.714,94.33,,131.73,107.36,124.201,99.41,249.98,,135.994,152.23,,105.057,,160.715,290.905,151.397,,,126.817,130.0,,259.497,,,,84.094,,90.772,,,,158.473,133.281,131.24,,276.477,,135.24,,178.881,,243.468,,84.15,102.501,115.43,88.604,91.299,82.014,82.271,83.89,,81.166,,86.958,106.406,81.51,211.909,,191.831,84.381,,97.092,93.739,100.902,195.348,200.932,,111.454,139.75,94.614,78.69,,87.239,95.19,
Mar 25 2022,134.468,149.5,,160.397,,,,132.4,108.894,111.683,105.587,,,98.288,118.832,,,,93.481,105.399,,96.54,120.67,,126.693,115.41,112.547,,142.008,196.36,129.22,111.435,,148.507,211.029,,,142.086,121.913,129.08,115.892,319.841,285.257,246.98,284.624,89.533,,87.835,,,,169.164,134.284,148.358,118.517,321.046,256.416,159.399,257.32,171.647,197.89,245.126,,,107.452,,89.327,,81.74,82.353,83.0,,91.246,,86.436,84.54,,217.796,176.156,180.846,89.235,,95.341,,94.65,185.114,214.223,,108.588,132.626,97.881,88.338,,90.477,101.93,
Mar 26 2022,127.016,158.032,,150.036,195.045,,97.943,,109.858,109.929,94.31,107.633,,113.686,130.336,98.876,,,87.564,,,,120.75,115.42,,100.909,132.765,,134.773,145.869,133.89,,,159.47,220.577,,114.126,142.66,123.84,138.252,,255.561,399.992,,,86.782,,89.55,90.758,81.864,,162.035,137.246,130.55,,274.321,,129.51,302.882,171.04,195.438,239.05,,102.072,107.206,125.617,89.791,,92.835,,,,78.56,,82.306,,,,171.514,186.222,96.077,,94.298,101.691,97.476,193.63,178.9,,107.67,150.271,102.144,90.647,,88.42,95.22,
Mar 27 2022,126.198,158.867,,155.982,180.14,,97.23,,113.412,119.15,,105.329,,113.087,119.602,111.464,,,93.387,96.904,87.494,,131.86,86.027,120.78,,,,140.96,189.75,,132.376,,159.18,,,,159.368,119.216,133.617,126.198,275.457,,243.143,,87.78,,84.621,93.85,83.201,,164.285,136.765,150.521,,301.343,,,259.99,170.826,217.404,248.663,,86.055,109.992,,91.537,87.293,,81.709,,,85.928,,82.493,,,183.03,176.506,176.408,87.034,,95.223,100.53,91.842,193.363,,,114.823,144.412,89.481,91.405,,94.811,97.324,90.25
Mar 28 2022,135.742,150.995,,147.876,,,,,100.61,108.265,109.748,110.15,150.514,118.811,124.856,102.297,,,,,93.285,,132.506,110.0,120.71,115.036,128.8,,121.61,,,128.155,,,,,,147.25,126.842,136.358,119.265,300.922,,243.371,252.235,88.596,,87.847,94.675,86.692,,146.79,141.58,149.829,,269.59,,159.876,,173.57,235.014,226.469,,97.75,104.037,125.131,89.692,89.21,92.46,82.933,,87.021,89.107,,80.678,,80.164,199.52,156.51,180.635,,,,93.422,99.185,191.438,170.004,,120.355,128.646,109.59,88.793,,83.8,,86.597
Mar 29 2022,135.135,151.341,,95.645,175.0,,112.115,,106.66,112.885,91.473,111.982,,119.678,117.496,112.859,78.36,,90.71,102.651,99.413,,152.87,106.573,130.243,116.223,108.63,,140.385,,0.099,,,156.515,234.68,,,153.149,122.092,142.176,111.5,292.899,,231.658,,,,83.052,,,,150.248,125.477,138.362,,269.105,,122.66,,169.699,,237.634,238.417,,102.334,131.601,91.672,,,80.37,,84.042,78.68,,,,76.407,230.794,151.74,179.735,86.301,,92.702,94.803,96.474,194.573,170.0,,110.334,107.52,,79.78,,87.013,106.223,91.36
Mar 30 2022,122.592,165.834,,165.08,187.611,,96.71,,108.398,116.266,111.297,117.686,,115.218,89.74,100.303,77.261,,89.366,97.587,90.82,109.061,125.26,116.771,,,111.79,,,222.573,122.175,102.384,,167.989,,151.85,,,126.966,,123.905,278.89,,238.265,,,,86.769,100.39,88.733,,156.634,139.708,133.55,,303.254,225.898,,,181.11,211.78,234.786,,,100.142,122.425,90.31,,80.122,80.775,88.934,,,,82.081,88.83,,201.465,198.16,185.679,88.324,,98.295,101.016,100.522,189.785,,,108.147,146.274,101.423,,,85.757,,92.859
Mar 31 2022,137.738,146.65,,149.765,200.008,,101.823,136.99,100.906,,104.635,122.547,,115.294,107.277,101.804,84.235,,93.944,,87.3,,150.758,116.517,119.53,,131.182,,136.481,140.02,,128.073,,156.243,,,,155.124,,149.209,,272.687,,253.225,,92.612,,86.398,,,,147.32,126.618,148.374,,299.742,342.815,131.002,264.15,185.495,204.903,236.082,,83.074,98.311,139.696,92.013,,,81.482,83.27,83.181,85.053,,87.373,85.356,,217.913,,181.444,,99.98,87.56,96.47,,196.522,209.368,,107.04,146.779,118.674,80.13,,88.044,,96.738
Apr 01 2022,138.262,135.186,259.99,165.558,195.711,,106.633,,103.962,108.456,99.584,,,112.957,120.938,110.329,,,94.54,106.467,92.515,,143.482,112.239,121.49,,128.187,,129.5,169.24,135.03,,,160.905,239.61,163.435,,145.08,128.222,138.863,,268.146,,245.964,,80.04,,86.575,101.533,82.865,,150.61,126.806,134.21,144.036,275.623,298.48,131.067,292.721,180.866,230.0,241.721,241.448,84.67,,130.454,90.687,,77.34,80.721,99.677,90.603,88.686,,86.772,89.93,,218.392,159.028,195.217,87.959,,100.659,105.682,94.238,201.061,208.901,,106.804,152.37,107.065,,,90.354,102.265,84.5
Apr 02 2022,137.741,,,171.805,186.578,,99.28,,102.552,122.776,101.087,98.97,,112.163,,99.527,,,93.668,105.551,,,162.471,119.62,,95.065,120.0,,,,129.98,126.933,,157.692,,138.07,115.896,146.199,130.877,143.841,,281.247,315.01,271.156,,92.354,,88.42,101.537,85.092,,170.76,127.656,135.9,,310.12,300.0,132.45,,174.663,193.2,236.948,297.05,,106.202,144.99,90.484,,91.71,81.544,88.702,,,,91.315,108.315,,,,155.636,96.786,,91.116,,93.415,196.918,208.954,,115.919,142.602,107.236,,,75.837,,
Apr 03 2022,123.51,,,155.718,180.305,,,,102.695,113.941,106.785,117.165,179.77,120.3,122.597,114.002,79.724,,89.342,,84.0,,,117.341,,,133.52,,,176.765,,,,157.269,218.348,,,155.256,130.051,146.527,,281.079,263.082,258.613,,87.321,,90.237,,80.21,,160.201,128.305,,,201.479,250.56,,254.98,173.217,205.185,248.633,,,106.47,,93.32,,84.656,82.37,99.349,85.923,76.16,,89.902,96.225,,229.869,161.06,182.384,90.856,,96.385,93.75,93.36,203.214,222.403,,106.88,131.085,103.869,85.033,,91.257,,96.692
Apr 04 2022,135.131,,,170.575,183.79,184.147,115.002,,102.085,118.236,98.16,,,105.54,124.561,106.898,90.298,,91.234,108.134,,,,130.333,124.439,97.014,129.472,,130.61,170.008,,,,153.98,205.325,,,166.676,129.487,138.274,,316.879,,249.372,,,,88.72,99.711,84.991,,161.17,134.905,144.277,155.249,293.295,,152.08,,184.333,218.005,250.815,,,110.828,,89.267,97.135,93.754,79.289,,,,,79.718,94.768,74.75,217.662,,183.987,88.744,,94.528,110.644,91.737,196.726,203.927,,108.229,138.778,94.45,93.446,,89.986,111.35,89.06
Apr 05 2022,128.947,148.247,,,187.742,,103.492,,112.916,126.29,105.125,122.011,,111.845,,,,,89.541,93.38,,,148.342,,121.1,,126.372,,130.84,153.961,135.279,,,166.318,219.427,,,,128.44,151.788,137.277,290.578,,255.443,,,,88.071,98.207,92.771,108.33,155.71,135.74,153.333,,293.812,,,261.67,185.942,,251.57,,,98.583,118.76,90.609,89.59,,81.983,99.624,,,,90.696,105.466,,232.802,176.029,187.521,88.071,,67.92,99.925,94.989,196.096,189.26,,117.912,127.716,96.136,,,92.004,,92.15
Apr 06 2022,134.037,143.808,,161.629,184.41,144.974,,,107.096,124.117,109.104,119.338,,117.829,110.817,,,,90.574,115.356,86.56,,151.325,109.945,123.386,,,,,164.355,139.52,,,171.737,203.98,138.89,,156.33,,151.253,137.044,361.106,,250.19,,,,90.96,108.8,94.976,,163.666,141.064,146.009,,294.278,,169.02,,180.262,205.44,238.453,,83.05,106.792,134.998,94.716,,68.57,80.962,75.58,91.812,,,90.622,103.938,86.033,211.71,,196.642,94.921,,97.233,93.22,92.241,202.168,,,108.304,136.527,,93.244,,87.58,102.625,
Apr 07 2022,131.407,158.456,,155.08,,,124.028,,114.169,124.283,108.115,,,108.385,116.24,,82.099,,94.724,98.04,,,125.61,,,,,,132.53,,164.792,,,157.52,238.661,,124.568,153.88,126.544,144.53,115.0,280.506,,278.173,,,,85.871,91.44,,,182.748,138.423,,151.824,427.994,,133.399,264.33,197.282,227.535,236.75,,102.666,108.003,133.493,97.197,88.97,80.773,84.478,,,93.013,142.003,85.841,89.04,,,,192.019,84.169,,90.1,102.642,100.41,195.576,195.438,,112.702,,116.309,91.544,,97.639,,
Apr 08 2022,141.458,161.299,298.44,162.357,189.476,,100.46,,117.867,128.762,114.163,,,112.797,122.937,112.187,,,95.073,105.43,97.06,,,110.347,127.969,,140.013,290.51,148.791,150.311,139.059,,,155.22,,,,148.92,129.968,142.215,114.92,265.41,318.283,259.525,,,,,108.654,,,175.606,129.762,157.916,,308.067,,152.588,,176.778,251.338,247.315,,,105.267,144.335,94.701,102.721,79.5,84.223,94.089,,73.223,,90.362,97.562,,205.64,183.902,187.723,92.457,,94.136,103.154,91.757,200.211,,,110.133,157.101,,,,98.323,102.3,85.719
Apr 09 2022,137.028,159.536,,163.674,,170.636,,138.89,107.584,112.28,108.258,,,122.073,134.218,113.485,78.4,,85.759,,,,,118.164,126.727,113.71,134.083,,134.98,,148.25,,,169.627,193.74,,123.516,167.15,121.445,,138.115,383.727,,261.758,,81.686,,89.098,102.421,87.891,,180.655,128.437,141.501,,314.381,,,266.79,133.986,251.807,247.911,,,103.043,,93.687,,79.382,83.73,84.95,78.9,87.596,,90.413,,,233.834,169.236,,93.104,,102.293,,94.76,204.136,,,116.194,135.252,107.191,80.016,,95.647,98.616,
Apr 10 2022,135.344,,,158.666,190.183,167.003,120.701,,111.396,116.039,106.129,109.825,,116.711,109.25,113.5,,,91.044,105.042,98.039,89.825,124.59,121.009,123.695,,,,128.58,143.43,153.811,,,171.189,,,124.598,160.68,129.493,144.057,128.037,393.59,,263.83,231.87,86.174,,88.085,91.12,,,183.235,133.308,162.743,,309.067,,134.003,,179.0,,257.699,214.77,90.472,109.382,131.931,92.922,103.006,79.984,86.642,94.225,,75.42,,93.208,98.135,,235.22,157.215,194.982,84.814,,95.098,87.22,100.111,204.37,,,107.703,142.1,107.539,82.961,,91.958,107.193,93.372
Apr 11 2022,131.45,138.09,,163.739,,,101.023,,115.882,117.402,109.144,118.307,,114.741,123.976,103.97,,,94.474,,91.751,,,114.032,,,114.868,,,180.94,,122.815,,160.872,,117.3,,159.814,124.94,143.66,130.17,302.779,,255.006,,81.151,,89.243,89.39,,,161.461,134.185,145.595,,300.177,,130.31,200.007,180.798,232.893,246.655,,100.0,108.642,129.893,93.53,96.48,,80.88,86.512,,98.035,,87.49,,,238.371,,212.2,95.423,,103.147,94.47,91.088,213.208,,,109.51,156.145,112.155,93.168,,98.0,,80.19
Apr 12 2022,127.799,160.333,,156.94,181.17,,99.402,,106.459,113.083,97.61,118.705,,113.692,,107.718,85.463,,85.44,109.244,,,151.11,117.097,154.915,,15.81,,138.66,,144.32,107.251,,166.761,,159.835,102.82,,135.141,143.921,,296.043,291.61,254.1,,,,91.704,,93.518,,158.86,139.619,151.595,,289.852,,162.956,269.5,198.525,205.321,249.235,216.662,,107.339,144.554,94.745,109.05,91.447,85.15,,,89.341,,84.886,,,242.977,149.5,173.5,92.287,,94.512,94.37,92.545,210.966,199.599,,115.487,,,,,93.392,,
Apr 13 2022,126.969,,,162.763,229.969,,97.75,,110.967,121.057,112.66,,,117.488,138.633,99.99,,,94.22,111.585,85.88,,,122.199,144.99,,,,138.116,,127.584,,,158.493,,,125.036,163.012,128.876,156.567,123.384,306.682,,266.196,240.0,,,92.595,89.35,94.214,,,134.762,140.036,123.48,286.398,277.31,,,182.715,,253.861,280.667,101.203,113.351,122.893,92.392,,78.29,82.75,97.362,88.852,,,92.529,95.689,,,170.539,194.237,93.692,,89.693,101.54,,213.974,204.328,221.63,114.378,,97.72,,,91.948,,
Apr 14 2022,131.977,152.183,257.41,159.393,,,,,116.354,,117.002,108.14,,113.3,125.607,,,,87.841,103.98,,,,118.858,124.0,,118.86,245.81,135.795,173.917,151.771,118.68,,161.595,,,,159.113,,142.9,,428.228,,269.176,,92.462,,80.27,,87.898,,182.617,125.895,147.714,146.615,284.082,,147.823,,176.806,270.488,253.599,267.973,,106.338,143.076,101.423,98.87,89.604,84.285,83.46,,,,94.6,,91.265,221.489,166.077,177.195,,,98.562,107.652,101.252,205.558,,,120.202,143.841,114.816,92.0,,97.995,,
Apr 15 2022,150.698,,,155.78,,,,,109.982,123.645,107.88,117.924,,107.11,115.153,111.414,81.01,,86.586,114.235,,96.0,144.41,121.395,,,,,,,149.313,,,162.079,,,107.225,170.956,131.829,141.65,115.585,271.553,357.07,261.46,244.06,,,90.743,102.528,81.3,,182.261,142.234,163.869,,293.63,279.351,,302.953,196.745,238.509,261.349,,,110.321,144.33,94.44,,,86.18,,75.751,94.299,,87.735,,,216.064,179.176,172.175,,119.503,98.132,101.211,97.334,209.001,215.771,,109.914,152.471,106.84,90.011,,91.236,,
Apr 16 2022,142.154,152.788,,174.003,,,,,103.033,121.846,108.585,,178.25,,,,90.751,,95.249,,85.385,,,111.52,118.0,,,,146.17,151.149,,,,168.009,232.54,149.473,,157.205,132.705,156.644,,358.732,,257.563,,,,85.505,,82.667,,178.266,130.467,,,296.905,279.35,159.836,,195.446,,252.137,,,103.209,127.377,92.47,,83.274,80.853,84.66,84.138,70.0,,93.997,92.112,,,189.429,191.047,86.428,,97.367,,100.794,208.662,212.586,,112.001,147.61,106.91,94.416,,92.13,113.94,80.189
Apr 17 2022,142.699,142.54,,160.919,186.08,,100.64,,114.67,128.903,106.374,116.648,,115.27,124.23,111.515,,,97.053,,,,,120.486,,,124.421,,149.08,,149.728,130.442,,178.197,220.004,140.8,124.232,186.35,132.004,145.82,,267.945,,268.765,,89.872,,86.694,96.308,78.85,,182.469,,140.72,,294.7,,,269.41,195.807,232.992,258.55,,84.855,99.869,172.5,95.119,,,82.528,96.771,88.142,,,91.997,85.35,,218.836,,209.461,95.839,141.1,104.949,101.334,86.788,213.698,224.41,,110.975,160.011,112.711,,,84.143,,97.23
Apr 18 2022,147.389,,,178.007,,142.48,113.325,,111.43,,105.112,,,113.973,122.361,112.187,,,96.564,115.535,97.23,,151.342,114.74,131.041,,113.03,,143.061,162.895,183.516,,,154.64,,,128.93,,138.0,146.779,125.397,417.299,,255.262,,80.75,,96.128,100.039,95.598,,172.0,142.813,162.62,,275.329,,162.861,256.03,171.163,,259.904,244.055,,102.499,120.0,93.276,91.61,85.461,83.766,,,98.273,,86.827,85.99,,232.883,159.0,179.18,91.669,,97.933,,93.625,216.615,223.996,,112.833,153.79,97.985,,,92.164,103.42,88.288
Apr 19 2022,132.21,172.499,,168.919,196.658,,108.092,135.05,108.248,118.83,112.95,,,116.293,,106.847,84.267,,93.311,98.99,96.91,,184.37,,141.987,,,,132.89,,,,,167.467,204.7,119.598,,161.29,127.169,145.191,,268.195,,280.9,,80.911,,92.939,102.731,,,190.954,143.835,182.718,124.243,287.592,,150.006,,184.75,235.089,253.064,,93.882,,148.973,91.034,,91.838,,,93.78,,,91.819,,,226.505,163.137,195.704,80.66,,101.19,,97.011,210.845,,,115.641,,107.204,94.188,,96.012,,94.681
Apr 20 2022,139.811,,,162.742,,,118.851,,103.626,113.619,111.684,,,,130.997,109.34,83.987,,92.4,,99.407,,151.26,,132.695,131.869,,,168.53,182.156,146.226,,,167.694,225.01,149.09,125.0,165.934,129.475,143.323,,285.927,,243.8,238.78,,,89.884,,93.63,,165.0,150.327,163.755,,338.181,,166.91,349.785,182.327,,249.298,264.206,,104.479,146.37,94.594,97.927,,83.083,,,89.811,,,92.342,,233.08,,195.499,83.0,,96.618,,,209.372,230.12,,110.123,152.565,,,,92.707,,91.371
Apr 21 2022,135.212,141.623,,171.431,191.819,,,,105.421,120.01,,,,124.09,132.708,,79.62,,86.27,106.828,101.256,,134.676,116.633,131.975,,,,146.326,156.72,,,,,,,107.0,162.419,131.592,146.33,,479.347,,249.716,249.992,88.159,,91.969,103.881,,,159.3,,149.029,,244.276,,158.975,266.07,188.344,,252.67,,,114.212,151.784,92.932,,,84.565,,,,,90.007,,,218.159,190.15,204.992,86.4,,,102.689,101.05,207.31,,,109.008,156.907,107.361,,,86.511,,
Apr 22 2022,136.991,164.15,,181.371,182.515,,111.561,,,121.703,106.207,,,117.99,133.425,101.852,79.738,,91.19,110.384,,,133.41,116.119,131.904,,111.92,,136.794,149.736,,,,168.202,234.821,,103.832,160.14,122.757,152.983,112.78,284.256,272.024,252.649,250.37,,,96.012,100.827,84.892,,167.317,134.098,,,295.435,275.409,137.748,253.191,189.615,205.94,253.985,,,112.159,,91.094,109.108,,85.327,96.8,84.42,97.152,,89.887,98.9,,,187.975,199.347,95.161,,102.546,,96.001,208.142,,,115.735,168.785,107.806,,,90.197,105.124,
Apr 23 2022,139.736,155.46,,155.448,,,113.781,,112.711,117.838,106.401,,,108.435,99.49,108.531,,,93.287,110.351,,,137.313,118.96,,110.09,,,,154.07,137.163,115.0,,171.355,209.85,,,,143.472,155.104,138.92,281.839,,278.778,,,,96.8,,,,161.13,139.231,160.884,,283.087,,,,177.708,224.634,254.548,264.066,92.363,110.061,,93.952,92.05,91.828,84.801,91.13,,88.18,,85.254,100.0,,227.222,,187.834,87.834,,95.563,,,209.846,,,114.555,149.294,105.216,,,96.293,,90.021
Apr 24 2022,141.771,,,156.87,226.743,,109.936,,112.104,119.759,,,,102.73,124.326,,,,86.528,,,,139.28,114.62,124.35,,,,143.367,,159.474,117.658,,158.735,,136.848,,155.639,126.981,,126.5,378.531,,263.405,,,,92.619,,,,186.689,143.822,166.814,,299.333,,,,200.12,209.77,255.719,,88.68,112.015,,92.857,90.844,,81.1,,91.13,95.553,,89.046,104.93,,228.67,165.311,192.607,99.029,,,,96.346,207.811,,,112.51,161.339,113.763,,108.46,96.139,94.33,90.058
Apr 25 2022,133.718,163.012,,158.234,,,111.129,,121.692,108.18,102.32,,,120.014,,106.834,,,94.154,102.803,,,,125.391,130.019,,,,,186.537,,,,176.156,,161.702,,157.506,132.052,154.86,138.425,521.585,,266.277,,94.089,,89.245,,96.121,,166.276,144.542,178.321,,276.543,,157.602,,176.115,,247.942,,,103.971,148.192,91.713,90.55,,83.486,,84.651,62.539,,90.847,,89.999,211.37,,184.86,102.994,,,103.419,,209.721,230.162,,112.889,,,,,96.584,,
Apr 26 2022,136.367,141.578,469.47,171.225,219.78,,98.62,,117.361,116.666,108.918,,,105.04,109.541,107.866,,,,106.851,,,,119.249,,,119.11,,142.521,,133.15,107.7,,176.525,211.02,,,155.793,139.006,,,287.032,,270.282,,,,94.828,89.16,,,189.994,130.015,,,326.548,278.71,,,189.66,220.142,261.422,,91.447,112.334,143.043,94.187,,91.135,86.402,,79.235,82.169,,92.326,,,212.27,,207.396,,,98.314,106.328,87.05,213.336,186.91,,113.086,159.244,,,,95.49,98.631,76.156
Apr 27 2022,133.486,146.894,,170.71,216.155,,115.115,,121.887,123.673,100.268,,166.866,113.543,120.936,,85.932,,94.205,109.588,,95.0,139.135,121.535,141.174,101.303,,,,154.06,140.01,113.847,,166.258,242.316,160.417,,163.22,122.75,,115.0,298.014,,252.979,,89.38,,89.568,96.572,,,,133.126,,,295.224,,,287.169,200.333,,254.217,,,111.723,148.547,89.946,86.34,,82.542,95.822,,,,85.384,109.133,90.744,,,,,,98.817,106.748,93.336,206.881,178.191,,113.076,145.031,103.978,91.379,,89.006,,
Apr 28 2022,132.73,,,183.564,,,,,121.448,130.801,119.91,,,110.709,127.577,113.88,,,96.262,113.85,83.363,,148.855,112.539,,,134.96,,126.85,167.889,,94.14,,178.887,210.8,164.336,,170.004,128.089,148.516,,342.704,337.2,,238.289,88.573,,83.241,,94.483,,,136.528,175.018,,313.229,,,,174.38,210.09,260.762,234.07,101.177,115.79,,97.015,,85.749,84.168,,84.351,89.286,,92.986,,,223.494,183.197,205.605,96.262,,100.322,105.08,95.243,199.853,,,109.216,149.986,116.001,77.98,132.754,94.79,104.389,
Apr 29 2022,138.402,137.12,,163.609,185.033,,100.677,,119.95,130.36,113.749,,,115.461,132.441,112.29,80.565,,91.42,118.034,100.66,,134.465,111.966,139.956,,,,162.628,148.69,,,,144.211,,,114.624,230.749,127.74,,,281.858,,254.768,,,,90.449,93.753,90.052,,162.097,110.22,154.922,,277.096,260.67,178.394,,174.89,189.131,248.979,,,120.714,,88.847,,,83.159,84.38,,89.762,,88.508,96.195,,206.367,,206.281,90.03,,92.0,,93.044,193.152,,,106.39,167.767,,,,93.768,,82.321
Apr 30 2022,132.792,,,156.518,198.927,,135.06,629.796,106.11,117.889,115.724,,154.098,109.87,,114.083,,,92.979,,92.189,,,116.766,121.355,,,,188.256,169.269,188.153,117.012,,157.704,213.17,,,157.55,130.118,157.869,,287.332,,258.158,,85.091,,88.201,,86.322,,176.63,141.773,141.107,143.271,363.12,246.41,156.741,,195.161,197.415,252.05,,100.544,115.748,,92.268,101.828,,79.339,84.58,89.065,,,86.335,91.773,,205.817,181.554,198.19,97.59,,97.177,54.74,88.978,202.121,231.279,,106.778,160.843,100.06,,,93.325,,79.04
May 01 2022,127.254,,,157.141,184.66,,97.75,,111.946,117.076,100.204,104.362,,109.74,,103.474,,,95.157,109.245,98.411,,154.92,121.888,136.823,,128.376,,127.65,155.522,129.61,,,,225.086,,,156.376,129.971,158.24,125.153,270.988,,258.091,221.674,,1.737,89.691,,,,183.422,138.675,173.936,,299.662,,173.915,,200.009,,248.201,274.424,,113.541,140.678,88.416,88.127,89.682,86.649,,93.446,70.379,,89.356,102.126,,207.551,157.94,206.499,,,98.495,,99.365,206.578,,,111.327,132.81,94.567,80.11,,95.411,,
May 02 2022,129.97,,,160.671,206.649,,103.5,,117.195,118.876,,,,121.036,119.854,,,,96.47,,89.759,,155.673,129.079,141.98,100.887,,,134.967,162.355,142.431,,,158.879,268.187,,,166.56,128.532,155.796,,284.599,,248.08,,93.753,,90.788,102.195,,,,134.217,139.655,,288.338,,,,170.057,210.506,241.881,,93.441,101.0,122.99,89.53,88.659,,84.679,95.055,,91.566,,88.757,,,210.295,178.922,179.978,93.537,,95.807,106.251,96.829,211.162,,,109.037,150.748,,95.787,,91.446,100.1,93.703
May 03 2022,128.654,,,168.811,,,,,104.254,110.095,98.173,,161.943,119.765,118.89,,,,94.979,,105.048,,134.98,121.859,121.682,,,,151.01,,,,,155.662,,,,153.09,133.966,162.15,,328.735,,269.113,,82.186,,94.974,,97.646,,159.422,127.201,138.927,147.596,284.194,,151.52,257.415,187.424,212.683,248.021,259.373,,110.734,140.78,94.781,,93.289,88.147,90.003,,92.422,,94.712,99.908,,228.094,156.99,188.096,,,100.659,108.725,93.871,206.454,,,111.857,148.279,99.1,90.011,,87.97,,93.173
May 04 2022,130.771,133.63,,168.079,,143.72,96.33,,111.42,138.14,111.076,,,115.286,120.25,98.21,82.607,,90.31,105.689,,,138.71,113.488,,99.17,114.74,,137.09,,,,,160.733,246.846,,103.203,161.883,125.099,147.311,125.758,259.06,,248.33,,82.189,,87.695,94.942,,,156.7,127.533,168.634,,280.84,,,254.46,,219.179,242.241,,,105.407,116.15,91.542,103.913,,81.424,,,84.75,,81.788,92.499,86.15,214.389,200.008,201.289,86.987,,98.55,,88.31,198.58,,,107.896,144.762,107.684,,,90.889,125.0,87.484
